Name, Median Time, Min Time, Max Time, Median Frame Index, Min Frame Index, Max Frame Index, Min Depth, Max Depth, Total Time, Mean Time, Time Lower Quartile, Time Upper Quartile, Count Total, Count Median, Count Min, Count Max, Number of frames containing Marker, First Frame Index, Time Min Individual, Time Max Individual, Min Individual Frame, Max Individual Frame, Time at Median Frame
mscorlib.dll!System::IntPtr.op_Inequality(),0.0001,0,0.0018,1001,885,992,8,8,0.0313000013702549,0.0001046823,0.0001,0.0001,299,1,1,1,299,852,0,0.0018,885,992,0.0001
Physics2D.SyncColliderTransformChanges,0.0001,0,0.0009,1005,893,1071,5,5,0.0120000005117618,0.000125,0.0001,0.0001,97,1,1,2,96,852,0,0.0009,893,1071,0
ParticleSystem.EndUpdateAll,0.0001,0,0.0012,1011,855,920,3,3,0.0401000016718172,0.0001341137,0.0001,0.0001,299,1,1,1,299,852,0,0.0012,855,920,0.0002
FixedUpdate.ClearLines,0.0001,0,0.0006,1018,909,928,2,2,0.0125000005937181,0.0001302083,0.0001,0.0001,97,1,1,2,96,852,0,0.0006,909,928,0
mscorlib.dll!System.Threading::ExecutionContext.get_SynchronizationContext(),0.0001,0,0.0004,1026,914,1074,6,6,0.0338000016054139,0.0001130435,0.0001,0.0001,299,1,1,1,299,852,0,0.0004,914,1074,0.0001
UnityEngine.CoreModule.dll!UnityEngine::Rect.get_xMax(),0.0001,0,0.001,1031,923,1032,6,6,0.035700001695659,0.000119398,0.0001,0.0001,299,1,1,1,299,852,0,0.001,923,1032,0.0002
mscorlib.dll!::Reader.get_IsNull(),0.0001,0,0.0003,1032,854,950,6,6,0.0348000016529113,0.000116388,0.0001,0.0001,299,1,1,1,299,852,0,0.0003,854,950,0.0002
UnityEngine.CoreModule.dll!UnityEngine::Rect.get_yMin(),0.0001,0.0001,0.0008,1032,852,865,6,6,0.0354000016814098,0.0001183947,0.0001,0.0001,299,1,1,1,299,852,0.0001,0.0008,852,865,0.0001
TransformChangedDispatch,0.0001,0,0.0009,1033,852,1014,3,5,0.0411000018357299,0.0001374582,0,0.0002,695,2,2,4,299,852,0,0.0009,852,1014,0
UnityEngine.CoreModule.dll!UnityEngine::Object.GetCachedPtr(),0.0001,0.0001,0.0005,1033,852,931,8,8,0.0347000016481616,0.0001160535,0.0001,0.0001,299,1,1,1,299,852,0.0001,0.0005,852,931,0.0001
FixedUpdate.PhysicsClothFixedUpdate,0.0001,0.0001,0.001,1038,852,893,2,2,0.0137000005925074,0.0001427083,0.0001,0.0001,97,1,1,2,96,852,0,0.001,899,893,0
PreUpdate.CheckTexFieldInput,0.0001,0,0.003,1039,854,1112,2,2,0.05810000206111,0.0001943144,0.0001,0.0002,299,1,1,1,299,852,0,0.003,854,1112,0.0001
Physics.SyncColliderTransform,0.0001,0,0.0008,1041,855,1087,3,3,0.0139000006602146,0.0001447917,0.0001,0.0002,97,1,1,2,96,852,0,0.0008,855,1087,0
UnityEngine.CoreModule.dll!UnityEngine::Rect.get_yMax(),0.0001,0.0001,0.0353,1041,852,884,6,6,0.0707999994629063,0.0002367893,0.0001,0.0001,299,1,1,1,299,852,0.0001,0.0353,852,884,0.0001
UnityEngine.IMGUIModule.dll!UnityEngine::GUISkin.get_font(),0.0001,0.0001,0.0003,1046,852,1010,5,5,0.036100001714658,0.0001207358,0.0001,0.0001,299,1,1,1,299,852,0.0001,0.0003,852,1010,0.0001
mscorlib.dll!System::IntPtr.op_Explicit(),0.0001,0,0.0003,1055,962,1094,5,5,0.0377000017906539,0.000126087,0.0001,0.0002,299,1,1,1,299,852,0,0.0003,962,1094,0.0002
UnityEngine.CoreModule.dll!UnityEngine::Rect.get_xMin(),0.0001,0.0001,0.0005,1056,852,882,6,6,0.0381000018096529,0.0001274248,0.0001,0.0001,299,1,1,1,299,852,0.0001,0.0005,852,882,0.0001
mscorlib.dll!::Reader..ctor(),0.0001,0.0001,0.0006,1057,852,1135,6,6,0.0397000018856488,0.0001327759,0.0001,0.0002,299,1,1,1,299,852,0.0001,0.0006,852,1135,0.0001
mscorlib.dll!::Enumerator.Dispose(),0.0001,0,0.0002,1058,1045,852,3,3,0.0379000018001534,0.0001267559,0.0001,0.0002,299,1,1,1,299,852,0,0.0002,1045,852,0.0001
EnlightenRuntimeManager.RemoveCustomLights,0.0001,0,0.001,1064,952,1123,7,7,0.0454000020981766,0.0001518395,0.0001,0.0002,299,1,1,1,299,852,0,0.001,952,1123,0.0001
TextureStreamingManager.Update,0.0001,0,0.0009,1081,1132,1119,3,3,0.0459000021219254,0.0001535117,0.0001,0.0002,299,1,1,1,299,852,0,0.0009,1132,1119,0.0001
mscorlib.dll!::Enumerator.MoveNextRare(),0.0001,0.0001,0.0004,1097,852,1111,4,4,0.0425000020186417,0.0001421405,0.0001,0.0002,299,1,1,1,299,852,0.0001,0.0004,852,1111,0.0002
ParticleSystem.WaitForPreviousRenderingToFinish,0.0001,0,0.0016,1110,894,1082,4,4,0.0541000022203662,0.0001809365,0.0001,0.0002,299,1,1,1,299,852,0,0.0016,894,1082,0.0001
UnityEngine.CoreModule.dll!UnityEngine.Rendering::SupportedRenderingFeatures.get_lightmapBakeTypes(),0.0001,0.0001,0.0006,1111,855,1049,5,5,0.0429000020376407,0.0001434783,0.0001,0.0002,299,1,1,1,299,852,0.0001,0.0006,855,1049,0.0001
EarlyUpdate.UpdateCanvasRectTransform,0.0001,0,0.0011,1128,879,858,2,2,0.0545000023557805,0.0001822742,0.0001,0.0002,299,1,1,1,299,852,0,0.0011,879,858,0.0002
EarlyUpdate.PhysicsResetInterpolatedTransformPosition,0.0001,0,0.0223,1141,892,887,2,2,0.144800001289696,0.0004842809,0.0001,0.0007,299,1,1,1,299,852,0,0.0223,892,887,0.0001
EarlyUpdate.UpdateMainGameViewRect,0.0001,0.0001,0.0007,1144,853,978,2,2,0.0502000023261644,0.000167893,0.0001,0.0002,299,1,1,1,299,852,0.0001,0.0007,853,978,0.0001
addCustomLights.Invoke,0.0001,0,0.0006,1148,1101,1134,7,7,0.0488000023178756,0.0001632107,0.0001,0.0002,598,2,2,2,299,852,0,0.0005,852,1134,0.0002
Profiler.CollectTextureUsageStats,0.0001,0,0.0023,1150,904,854,4,4,0.0582000022986904,0.0001946488,0.0001,0.0002,299,1,1,1,299,852,0,0.0023,904,854,0.0001
